"files"	"paramHeader"	"param"	"population"	"average"	"average_se"	"population_sd"	"mse"	"cover_95"	"kind"	"peb"	"seb"	"bias"	"abs_bias"	"abs_diff_sd_se"	"diff_sd_se"	"ratio_sd_se"
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y22$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y22$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y22$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y22$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y22$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y22$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y13$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y13$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y13$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y13$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y13$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y13$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y23$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y23$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y23$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y23$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y23$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y23$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y14$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y14$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y14$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y14$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y14$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y14$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y24$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y24$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y24$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y24$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y24$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y24$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y15$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y15$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y15$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y15$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y15$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y15$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y25$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y25$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y25$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y25$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y25$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y25$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y16$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y16$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y16$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y16$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y16$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y16$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y26$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y26$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y26$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y26$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y26$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y26$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y17$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y17$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y17$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y17$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y17$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y17$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y27$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y27$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y27$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y27$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y27$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y27$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y18$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y18$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y18$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y18$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y18$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y18$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y28$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y28$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y28$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y28$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y28$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y28$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y19$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y19$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y19$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y19$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y19$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y19$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y29$1"	-2.885	-2.8119	0.2853	0.2982	0.0942	0.922	"threshold"	0.0253	0.0433	0.0731	0.0731	0.0129	-0.0129	0.9567
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y29$2"	-1.642	-1.5734	0.2673	0.2753	0.0804	0.915	"threshold"	0.0418	0.0291	0.0686	0.0686	0.008	-0.008	0.9709
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y29$3"	-0.745	-0.696	0.2625	0.2675	0.0739	0.925	"threshold"	0.0658	0.0187	0.049	0.049	0.005	-0.005	0.9813
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y29$4"	0.472	0.4956	0.2621	0.2696	0.0732	0.929	"threshold"	0.05	0.0278	0.0236	0.0236	0.0075	-0.0075	0.9722
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y29$5"	1.334	1.3451	0.266	0.2714	0.0737	0.925	"threshold"	0.0083	0.0199	0.0111	0.0111	0.0054	-0.0054	0.9801
"Latent State T 9 free S var 7 categ"	"Thresholds"	"Y29$6"	1.529	1.5455	0.2676	0.2756	0.0761	0.924	"threshold"	0.0108	0.029	0.0165	0.0165	0.008	-0.008	0.971
"Latent State T 9 free S var 7 categ"	"Variances"	"S1"	2.665	2.4743	0.8373	0.7852	0.6522	0.937	"S variance"	0.0716	0.0664	-0.1907	0.1907	0.0521	0.0521	1.0664
"Latent State T 9 free S var 7 categ"	"Variances"	"S2"	3.036	2.9618	0.9781	0.9128	0.8379	0.937	"S variance"	0.0244	0.0715	-0.0742	0.0742	0.0653	0.0653	1.0715
"Latent State T 9 free S var 7 categ"	"Variances"	"S3"	3.064	2.825	0.9465	0.909	0.8826	0.928	"S variance"	0.078	0.0413	-0.239	0.239	0.0375	0.0375	1.0413
"Latent State T 9 free S var 7 categ"	"Variances"	"S4"	3.086	3.0053	0.9969	0.9585	0.9244	0.931	"S variance"	0.0262	0.0401	-0.0807	0.0807	0.0384	0.0384	1.0401
"Latent State T 9 free S var 7 categ"	"Variances"	"S5"	3.492	3.4162	1.129	1.0909	1.1946	0.931	"S variance"	0.0217	0.0349	-0.0758	0.0758	0.0381	0.0381	1.0349
"Latent State T 9 free S var 7 categ"	"Variances"	"S6"	3.61	3.395	1.1231	1.0875	1.2277	0.925	"S variance"	0.0596	0.0327	-0.215	0.215	0.0356	0.0356	1.0327
"Latent State T 9 free S var 7 categ"	"Variances"	"S7"	3.928	3.7762	1.2571	1.19	1.4377	0.938	"S variance"	0.0386	0.0564	-0.1518	0.1518	0.0671	0.0671	1.0564
"Latent State T 9 free S var 7 categ"	"Variances"	"S8"	3.98	3.7956	1.27	1.2159	1.5109	0.944	"S variance"	0.0463	0.0445	-0.1844	0.1844	0.0541	0.0541	1.0445
"Latent State T 9 free S var 7 categ"	"Variances"	"S9"	3.78	3.7099	1.227	1.1873	1.4132	0.933	"S variance"	0.0185	0.0334	-0.0701	0.0701	0.0397	0.0397	1.0334
"LST 2 constructs T 9 fixed"	"TY.WITH"	"TX"	0.414	0.3997	0.4743	0.4283	0.1835	0.94	"T covariance"	0.0345	0.1074	-0.0143	0.0143	0.046	0.046	1.1074
"LST 2 constructs T 9 fixed"	"SX1.WITH"	"SY1"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"SX2.WITH"	"SY2"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"SX3.WITH"	"SY3"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"SX4.WITH"	"SY4"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"SX5.WITH"	"SY5"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"SX6.WITH"	"SY6"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"SX7.WITH"	"SY7"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"SX8.WITH"	"SY8"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"SX9.WITH"	"SY9"	-0.177	-0.1614	0.0597	0.0589	0.0037	0.947	"S covariance"	0.0881	0.0136	0.0156	0.0156	8e-04	8e-04	1.0136
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y11$1"	-2.81	-2.7621	0.2718	0.2648	0.0723	0.944	"threshold"	0.017	0.0264	0.0479	0.0479	0.007	0.007	1.0264
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y11$2"	-1.857	-1.7991	0.2516	0.2451	0.0634	0.945	"threshold"	0.0312	0.0265	0.0579	0.0579	0.0065	0.0065	1.0265
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y11$3"	-1.17	-1.1106	0.2443	0.2417	0.0619	0.939	"threshold"	0.0508	0.0108	0.0594	0.0594	0.0026	0.0026	1.0108
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y11$4"	-0.217	-0.1517	0.2405	0.2389	0.0613	0.936	"threshold"	0.3009	0.0067	0.0653	0.0653	0.0016	0.0016	1.0067
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y11$5"	0.718	0.7885	0.2432	0.2419	0.0634	0.945	"threshold"	0.0982	0.0054	0.0705	0.0705	0.0013	0.0013	1.0054
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y21$1"	-2.81	-2.7621	0.2718	0.2648	0.0723	0.944	"threshold"	0.017	0.0264	0.0479	0.0479	0.007	0.007	1.0264
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y21$2"	-1.857	-1.7991	0.2516	0.2451	0.0634	0.945	"threshold"	0.0312	0.0265	0.0579	0.0579	0.0065	0.0065	1.0265
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y21$3"	-1.17	-1.1106	0.2443	0.2417	0.0619	0.939	"threshold"	0.0508	0.0108	0.0594	0.0594	0.0026	0.0026	1.0108
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y21$4"	-0.217	-0.1517	0.2405	0.2389	0.0613	0.936	"threshold"	0.3009	0.0067	0.0653	0.0653	0.0016	0.0016	1.0067
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y21$5"	0.718	0.7885	0.2432	0.2419	0.0634	0.945	"threshold"	0.0982	0.0054	0.0705	0.0705	0.0013	0.0013	1.0054
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y12$1"	-2.81	-2.7621	0.2718	0.2648	0.0723	0.944	"threshold"	0.017	0.0264	0.0479	0.0479	0.007	0.007	1.0264
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y12$2"	-1.857	-1.7991	0.2516	0.2451	0.0634	0.945	"threshold"	0.0312	0.0265	0.0579	0.0579	0.0065	0.0065	1.0265
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y12$3"	-1.17	-1.1106	0.2443	0.2417	0.0619	0.939	"threshold"	0.0508	0.0108	0.0594	0.0594	0.0026	0.0026	1.0108
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y12$4"	-0.217	-0.1517	0.2405	0.2389	0.0613	0.936	"threshold"	0.3009	0.0067	0.0653	0.0653	0.0016	0.0016	1.0067
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y12$5"	0.718	0.7885	0.2432	0.2419	0.0634	0.945	"threshold"	0.0982	0.0054	0.0705	0.0705	0.0013	0.0013	1.0054
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y22$1"	-2.81	-2.7621	0.2718	0.2648	0.0723	0.944	"threshold"	0.017	0.0264	0.0479	0.0479	0.007	0.007	1.0264
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y22$2"	-1.857	-1.7991	0.2516	0.2451	0.0634	0.945	"threshold"	0.0312	0.0265	0.0579	0.0579	0.0065	0.0065	1.0265
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y22$3"	-1.17	-1.1106	0.2443	0.2417	0.0619	0.939	"threshold"	0.0508	0.0108	0.0594	0.0594	0.0026	0.0026	1.0108
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y22$4"	-0.217	-0.1517	0.2405	0.2389	0.0613	0.936	"threshold"	0.3009	0.0067	0.0653	0.0653	0.0016	0.0016	1.0067
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y22$5"	0.718	0.7885	0.2432	0.2419	0.0634	0.945	"threshold"	0.0982	0.0054	0.0705	0.0705	0.0013	0.0013	1.0054
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y13$1"	-2.81	-2.7621	0.2718	0.2648	0.0723	0.944	"threshold"	0.017	0.0264	0.0479	0.0479	0.007	0.007	1.0264
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y13$2"	-1.857	-1.7991	0.2516	0.2451	0.0634	0.945	"threshold"	0.0312	0.0265	0.0579	0.0579	0.0065	0.0065	1.0265
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y13$3"	-1.17	-1.1106	0.2443	0.2417	0.0619	0.939	"threshold"	0.0508	0.0108	0.0594	0.0594	0.0026	0.0026	1.0108
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y13$4"	-0.217	-0.1517	0.2405	0.2389	0.0613	0.936	"threshold"	0.3009	0.0067	0.0653	0.0653	0.0016	0.0016	1.0067
"LST 2 constructs T 9 fixed"	"Thresholds"	"Y13$5"	0.718	0.7885	0.2432	0.2419	0.0634	0.945	"threshold"	0.0982	0.0054	0.0705	0.0705	0.0013	0.0013	1.0054
